source,label,title,text,published_date,word_count,label_id,pred_id,pred,error_category
source_53,not credible,طرائف كذب الإذاعة على المستمعين..مؤثرات صوتية بـ”الجردل والخرزانة وحمص الشام”,"Adver1

قديماً وقبل التطور التكنولوجى كانت الإذاعة تستخدم وسائل بدائية فى صنع المؤثرات الصوتية المصاحبة للأعمال الإذاعية، وكانت هذه الوسائل مضحكة وطريفة إلى حد كبير. المصدر:اليوم السابعطرائف كذب الإذاعة على المستمعين..مؤثرات صوتية بـ""الجردل والخرزانة وحمص الشام""المصدر اليوم السابع",,38,2,1,undecided,General/Other Ambiguous Context
source_100,credible,النخالة: دخول الجهاد الإسلامي منظمة التحرير مرهونًا بحوارات القاهرة,"زياد النخالة الأمين العام لحركة الجهاد الإسلامي

رابط مختصر:

رام الله - دنيا الوطن

أكد زياد النخالة، الأمين العام لحركة الجهاد الإسلامي في فلسطين اليوم الخميس، أن دخول حركة الجهاد الإسلامي منظمة التحرير، في ظل الوضع الحالي للمنظمة التي تحكمها سياسة الاعتراف بالاحتلال دون مقابل، سيكون محكومًا لطبيعة الحوارات التي ستجرى في القاهرة بعد أيام قليلة.



وأعرب النخالة، خلال كلمة له في المؤتمر الشعبي الذي نظمته حركة الجهاد الإسلامي بعنوان ""قدسنا لا أورشليم"" بمناسبة ذكرى الإسراء والمعراج، عن أمله في التوصل إلى اتفاق وطني شامل، يجعل من منظمة التحرير الفلسطينية مرة أخرى قائدة للمشروع الوطني الفلسطيني.



وقال النخالة: ""إن إجراء انتخابات جديدة، دون رؤية وطنية، وبرنامج سياسي واضح، ستأخذنا هذه الانتخابات حتمًا إلى مفاوضات جديدة مع العدو، في ظل خلل كبير في موازين القوى، أسوأ من أي وقت مضى.""



وأضاف النخالة: ""نحن ندرك أننا نحارب في ظل اختلال ميزان قوى استراتيجي لصالح العدو، ولكن يجب ألا يجعلنا هذا نستسلم، ونتخلى عن مسؤوليتنا، ونقبل باحتلال أرضنا ومقدساتنا وتشريد شعبنا.""



وقال النخالة: ""إن رفض الاعتراف بشرعية العدو الصهيوني، وعدم التنازل عن حقنا في فلسطين، هي الأسس التي نراها ركيزة للوحدة الوطنية، والتي يمكنها فقط أن تأخذنا إلى إطار جامع، كمنظمة التحرير الفلسطينية.



وتابع النخالة: ""نحن لا نريد إعادة التجربة مرة أخرى، والوقوع ضحايا الذين يعتقدون أنه لا خيار أمامنا إلا بالتكيف والمداراة، وأنه لا بد من المرونة، وتقديم الصيغ الكفيلة لتقبل بنا المعادلة الدولية والإقليمية.""



واضاف :""لقد أضاعوا سنوات من المفاوضات، عندما كانت موازين القوى أفضل. فماذا تعطينا موازين القوى الدولية والعربية الآن، في ظل اعتراف مسبق بالعدو دون أدنى مقابل؟!



وأوضح النخالة، أن السلطة تريد اليوم أن تذهب إلى الانتخابات، لتجديد شرعيتها على نفس الأسس التي قامت عليها، وقد اختلفت الحركة معها في حينه.



وقال النخالة: ""أي عار سيلحق بشعبنا وأمتنا، ونحن نقبل بالقدس وفلسطين تحت الاحتلال الصهيوني. فلنجدد العزم، ونشحذ الهمم، ونلتف حول المقاومة، فالمستقبل لنا إن شاء الله"".",,299,0,1,undecided,Source-Specific Artifacts / Boilerplate
source_108,credible,الدواء.. نضوب الإمداد.. تجمّع الصيادلة: ١٠٠ مليون يورو مديونية الإمدادات وفجوة في ١١٢٠ صنفاً,"التجمع: سعر بخاخ الأزمة ٤ ـــ ٥ آلاف جنيه في السوق السوداء

تسييرية شعبة ملاك الصيدليات: إحجام قرابة الـ٦٠٠ شركة دواء عن الاستيراد وإفلاس صيدليات ونتوقع زيادات بنسبة ٢٠٠ %

تسييرية اتحاد الصيادلة تتهم مجلس الوزراء بتعطيل الاتفاقيات المُبرمة لحل مشاكل الدواء.

تحقيق: إبتسام حسن

مشكلة الدواء ظلت أزمة متجددة منذ عهد الحكومة السابقة، ومنذ ارتفاع سعر الصرف، إذ تحول سعر صرف الدواء من ١٨ جنيهاً إلى ٥٥ جنيهاً وتفاقمت المشكلة بعد قرار تعويم الجنيه السوداني وتحرك سعر صرف عملة الدواء من ٥٥ جنيهاً إلى ٣٧٥ جنيهاً وبعد هذه الخطوة مباشرة أحجمت شركات الدواء من استيراد الأدوية كما أن مديونيات الإمدادات الطبية وصلت إلى أكثر من ١٠٠ مليون يورو حسب إحصائيات غير رسمية، وظل الوضع يتفاقم تحت مسمع ومرأى الحكومة، وهى تغض الطرف عن كل ذلك الأمر الذي أدى إلى إفلاس المواطن بحثاً عن أدوية نضبت من الصيدليات والبحث عنها خارج البلاد، وظلت الجهات المختصة تجأر بالشكوى من صيدليات وشركات أدوية وغيرها مؤكدين أن الدواء لا تضعه الحكومة ضمن أولوياتها .

بحث مُضنٍ

“تجاوزنا مشكلة ارتفاع سعر الدواء وظل همنا أن نجده… أنا ترددت بهذه الوصفة الطبية على أكثر من ٤ صيدليات ولم أجد الدواء الذي وُصف لي”.. هذا المريض ياسر بلال متحدثاً لـ(الصيحة)، وأكمل حديثه قائلاً: أنا أبحث عن إبر سعر الواحدة منها ٧٥٠ ألفاً مفروض أتناول ٥ إبر لعلاج التهاب فقط، وبعد أن وفرت قيمتها لم أجدها بالصيدليات .

أما يحيى حسن فيقول للصحيفة: الدواء أصبح منعدماً تماماً، فأنا مثلاً أبحث قبل أكثر من شهر عن حبوب بواسير بقيمة ٢.٥ الف جنيه لم أجده .

توصية

علي حسين يقول: أنا من منطقة الجيلي ونسبة لبعد المسافة عن الصيدليات في الخرطوم بحري يقوم مجموعة من سكان المنطقة بتوصيتي أن أحضر لهم دواء، والآن أنا أبحث من الصبح حتى الظهر ونسبة ٨٠ـــ٩٠% من الأدوية لم أجدها، وحتى ما وجدته من أدوية غالية السعر وبعض الأدوية وجدتها متضاعفة ثلاث مرات…

أما فدوى مصطفى فأكدت أن ارتفاع الدواء وصل نسبة 600%، وقالت إن حبوب البندول ترواحت أسعارها في الصيدليات بين 30ــ٤٠ جنيهاً، وقالت أنا أبحث عن دواء بسيط تنقلت على عدد كبير من الصيدليات لم أجده، وفي كثير من الأحيان نضطر أن نرسل إلى الأهل في مصر لإرسال أصناف من الأدوية غير متوفرة بالسودان، وأضافت: حتى عندما تجد دواء تجده لسركات بديلة والطبيب لا ينصح بتناوله .

ندرة

أكدت الصيدلانية د. ريان أنس أن عدداً من شركات الأدوية أوقفت تسعير الدواء خوفاً من الخسارة بعد قرار تعويم الجنيه، ما أحدث ندرة، منوهة في تصريح لـ(الصيحة) إلى أن عدداً من الشركات توقفت عن العمل، وقالت حتى الشركات التي استأنفت العمل رجعت وأحجمت بسبب تعويم الجنيه.

إحجام شركات وإفلاس

كشفت اللجنة التسييرية لشعبة ملاك الصيدليات ولاية الخرطوم عن إحجام قرابة الـ٦٠٠ شركة دواء عن استيراد الأدوية لمدة أسبوعين مضت، معلنة عن إفلاس عدد من الصيدليات، فضلًا عن توقف عدد وصفته بالكثير من الصيدليات عن العمل قبل إعلان الإضراب المتوقع خلال يومين بسبب انعدام الدواء ووضع الصيدليات الذي قالت إنه متهالك .

وتوقع نائب رئيس اللجنة د. أنس الحسين في تصريح لـ (الصيحة) ارتفاع أسعار الدواء بنسبة ١٥٠ـــ ٢٠٠% في أعقاب رفع سعر دولار الدواء من 55 جنيهاً إلى 120 جنيهاً، وأكد تسبب انعدام الأدوية المنقذة للحياة في وفيات، مشيراً إلى انعدام أدوية الأمراض المزمنة وأمراض القلب والكبد والمحاليل الوريدية، وأكد وجود ربكة في صنع القرارات الخاصة بالدواء، وشدد على أن أرفف الصيدليات خلت من الدواء، ووصف نظرة الحكومة تجاه الدواء بالنظرة التجارية.

وقال أنس إن إدارة الرقابة على الدواء تفرض على الصيدليات ١٠ آلاف على الصنف الواحد، مؤكداً وجود تهميش وتعامل تجاري مع الصيدليات. وقال إن الصيدليات تصرف على رسوم عداد الكهرباء فقط دون الإمداد ٤ آلاف شهرياً، فضلاً عن المياه والإيجار، واستنكر حديث الجهات الحكومية وقولها إنها تدعم دولار الدواء عبر محفظة السلع الاستهلاكية، ونادى بضرورة إغلاق شركات الأدوية التي تحجم عن الاستيراد، إذا صح الحديث عن الدعم.

واعتبر أنس خطوات وزير الصحة الاتحادية بزيارته إلى الصندوق القومي الإمدادات الطبية والمجلس القومي الأدوية والسموم بأنها خطوات غير إيجابية، واستشهد على ذلك بانعدام الدواء من أرفف الصيدليات، ووصف الوضع بغير المطمئن، وقال: الآن أكثر من أسبوعين بعد القرارات الاقتصادية الجديدة لم يصدر مجلس الأدوية والسموم أي تسعيرة جديدة، وقال: حالياً الناس بتموت بسبب انعدام الأدوية المنقذة الحياة، مشيرًا أن المريض يمر على ٦٨ شارعاً بحثاً عن الدواء .

إضراب مؤجل

وقال د. إنس إن شعبته لم تعلن الإضراب في انتظار مساعٍ لحل المشكل عبر تحركات تتم بالتواصل مع الجهات الحكومية، وقال: هناك ردود من بعضها، وقال إن الشعبة لم تعلن الإضراب لأنها لا تريد أن تدخل المواطن في معاناة أكبر، مشيراً إلى أن هناك عدم تقدير لأصحاب الصيدليات رغم أن الصيدليات هي الجهة الوحيدة التي كانت تعمل خلال فترة الإغلاق بسبب كورونا رغم توقف الأطباء عن العمل، وأضاف: هناك تهميش حاصل، ونوه إلى أن المريض في حال تعسره مالياً لا يلجأ إلى الطبيب بل يلجأ إلى الصيدلي .

فجوة الإمدادات

شدّد عضو تجمع الصيادلة د. عوض عبد المنعم على خلو أرفف الصيدليات من الدواء، وقال إن أغلب الصيدليات مغلقة، ويوكد عوض أن خطوة المعالجات الاقتصادية لم تعقبها توجيهات للمجلس القومي الأدوية والسموم، وقال إن الإمدادات الطبية أوقفت الإمداد بعد أن بلغت مديونيتها أكثر ١٠٠ مليون يورو، وقال إن الفجوة كبيرة في أدوية الإمدادات الطبية، إذ أن المتوفر ٦٥٠ صنفاً من ضمن ١٧٧٠ صنفاً، وأكد أن مشكلة الدواء تحتاج إلى حل جذري لتسعير دولار الدواء، وقال: ما يحدث من حلول لا تعدو كونها إطفاء حرائق فقط، منوهاً إلى أن جمهورية السودان لم تدفع بحلول سوى توفير ٦٠ مليون دولار لمحفظة السلع الاستهلاكية، منوهاً إلى أن المحفظة كانت تعمل على أساس أن سعر الدولار ٢٢٠ جنيهاً والآن تحرك إلى ٣٧٥ جنيهاً، وقال إن المحفظة كانت تتحمل فرق السعر عندما كان معقولاً، غير أن الآن الفارق كبير، مستنكراً أن الدولة لا تضع الدواء ضمن أولوياتها، مشيراً إلى أن المواطن أصبح يلجأ إلى السوق السوداء، وقال: لا يعقل أن يشتري المريض بخاخ أزمة بسعر يتراوح بين ٤ــ٥ آلاف جنيه، وقال إن السوق السوداء لا تجلب أدوية ذات مأمونية صحية، ولا يستطيع المريض أن يجزم بكيفية الترحيل ودرجة البرودة وطريقة حفظ الدواء الذي يأتي عبر السوق السوداء، وأكد ظهور قروبات واتساب تنشط فيها فتيات يروجن أدوية وكريمات، مستهجناً عدم وجود رقابة بسبب انعدام الإمكانيات وعدم توفر العربات والموظفين، ووصف ما يحدث في سوق الدواء بالتسويق عبر الواتساب، وأكد أن مثله مثل الطماطم، وشدد على أن الجهات المتأثرة استنفدت كل الخطوات التصعيدية من مذكرات ووقفات احتجاجية وإضراب دون فائدة .

مقترحات حلول

رفضت اللجنة التسييرية للاتحاد العام للصيادلة السودانيين أي خطوة حل في الأفق تفرض سعر الدولار بـ١٠٠ جنيه، واعتبرتها خطوة منقوصة، ودعت الحكومة لضرورة وضع الدواء ضمن أولوياتها، مطالبة بتقليل فجوة الدواء.

ودعا رئيس اللجنة د. بهاء الدين عبد الرحيم الحاج في تصريح لـ (الصيحة)، لضرورة تحديد سعر دولار متفق عليه من كل الجهات، منها المجلس القومي للأدوية، وتجمع المصدرين والمصنعين شريطة أن تكون بدعم من حكومة مجلس الوزراء، واتهم الأخير بأنه عطل كل الاتفاقيات المبرمة من قبل في عهد عدد من وزراء الصحة، وعزا ذلك لعدم الالتزام من المجلس بدفع الاستحقاقات وعدم الصرف على الاتفاقيات، وأكد أن هناك مديونيات على المستوردين بلغت ٢٠ مليون جنيه، وقال أن القطاع العام يعاني من نقص في قائمة الأدوية الأساسية، وقال بهاء إن المواطن لجأ لبيع منزله لتوفير سعر الدواء، موضحًا أن الدواء أصبح من الأسباب المؤدية إلى إفقار المواطن، داعياً إلى ضرورة تشكيل لجنة لحل مشكلة الدواء تُضمّن فيها الجهات الحكومية والمجلس القومي للأدوية والصيدليات، وقال إن أكبر جهة متأثرة بارتفاع سعر دولار الدواء هو القطاع العام نفسه باعتباره أكبر قطاع مُشترٍ للدواء، داعياً لضرورة تركيز الإمدادات الطبية والمجلس على الأدوية الأساسية.

مساعٍ لتوفير الدواء

وكان وزير الصحة الاتحادي د. عمر النجيب، قد أعلن في وقت سابق عن مساعٍ لتوفير الدواء لستة أشهر قادمة، وتعهد الوزير بحل مشاكل الدواء بالبلاد وسداد المديونيات، وقال النجيب لدى زيارته للصندوق القومي للإمدادات الطبية، إن نتائج اجتماعات الوزراء بمجلس الوزراء أسفرت عن تأكيد مجانية العلاج، وقال: الآن يتم التخطيط لحل مشاكل الدواء لفترة الستة أشهر القادمة حتى تتمكن الوزارة من الحلول الجذرية لمشاكل الدواء.

وكشف عن اجتماع سيعقد مع وزارة المالية لبحث معالجة مشاكل الدواء ومديونية الإمدادات البالغة 70 مليون يورو، ووعد بتوفير الدعم اللازم للإمدادات الطبية لتلافي حدوث أي مشاكل أو نقص في الدواء.

من جانبه، أكد مدير عام الصندوق القومي للإمدادات الطبية د. بدر الدين الجزولي، وجود تحديات تواجه الصندوق، تتمثل في تراكم ديون ومتأخرات في وزارة المالية مما يؤثر على استدامة وفرة الأدوية بجانب ارتفاع سعر صرف الدولار، وتوفير النقد الأجنبي، وطالب بحل المديونيات وجدولتها عاجلًا.

إلى ذلك تفقد وزير الصحة مخازن الدواء وغرفة التحكم كما

وجه وزير الصحة الاتحادي د. عمر النجيب بتشكيل لجنة دائمة تشمل جميع الجهات ذات الصلة لتحديد أسعار أدوية الصناعة الوطنية والوصول إلى حلول مشتركة، وأكد لدى زيارة نفذها لمقر المجلس القومي للأدوية والسموم، أن برنامج الحكومة الآن هو توطين صناعة الدواء بالبلاد، ووجه بوضع خطة لتطوير الصناعة الوطنية، وأشار إلى أن المجلس يقوم بدور عظيم ومقدر في حماية الصحة العامة، ومسؤوليتنا في الوزارة المساعدة في أداء دوره وتفعيل العمل به.

من جانبها قدمت الأمين العام لمجلس الأدوية والسموم د. مناهل عبد الحليم تنويراً عن مهام واختصاصات عمل المجلس إلى جانب شرح مفصل عن كيفية تسعير الدواء.

إلى ذلك تفقد وزير الصحة الاتحادي لدى زيارته للمجلس عدداً من الإدارات للوقوف على سير العمل، وأكد على ضرورة المحافظة على بيئة العمل والتي تنعكس إيجاباً على أداء العاملين.

المصدر من هنا",,1472,0,1,undecided,Source-Specific Artifacts / Boilerplate
source_82,undecided,وزير المالية يطالب شركات التأمين بمعالجة ملفات التعويضات في أقل من 21 يوما — النهار أونلاين,"وجه وزير المالية أيمن بن عبد الرحمان اليوم تعليمة لمدراء شركات التأمين عن الاضرار تخص معالجة ملفات التعويضات.

شدد وزير المالية خلال هذه التعليمة على تقليص الاجال التي تطلبها معالجة ملفات طالبي التعويض إلى فترة لا تزيد عن 21 يوما.

كما طالب الوزير شركات التأمين بضرورة تقليص آجال الطعون التي ترفع ما بين شركات التأمين.

بالإضافة إلى العمل على ترقية نوعية الخدمة الموضوعة تحت تصرف الزبون.

سواء في الوكالات أوعبر مواقع شركات التأمين عبر الإنترنت وبصفة مستمرة.

كما شدد الوزير على ضرورة حرص شركات التأمين على توفير ضروف استقبال جيدة للزبائن.

وأشار الوزير في بداية التعليمة انها جاءت بعد تلقي مصالحه عددا كبيرا من الشكاوى.

والتي تصب كلها في خانة تأخر تعويض أصحابها من طرف شركات التأمين أومعالجة ملفاتهم.

instruction_assurances_fr",,120,1,0,credible,Source-Specific Artifacts / Boilerplate
source_100,credible,الرزاز: العالم يتغير لصالح فلسطين,"رام الله - دنيا الوطنقال رئيس الوزراء الأردني السابق عمر الرزاز إن الساحة الفلسطينية شهدت تحولا في مرحلة قصيرة جدا، وما يجري في مواقع التواصل الاجتماعي هو تغير للرأي العام العالمي، والأهم من ذلك هو تغير مواقف الحكومات وخاصة الأوروبية والأميركية.وأضاف الرزاز خلال ندوة للمركز الأردني حول حماية وحرية الصحفيين، اليوم الأحد، بحضور نقيب الصحفيين الفلسطينيين ناصر أبو بكر، إننا نخرج من مرحلة التسويف والتأويل بأن القضية الفلسطينية انتهت، وصفقة القرن هي السائدة، وهذا ما لعب به الأردن بقيادة الملك دورا أساسيا، بحسب الوكالة الفلسطينية الرسمية.وأشار إلى تقرير هيومن رايتس ووتش المكون من 214 صفحة، وعنوانه ""الدولة التي تجاوزت الحدود ودخلت مرحلة أبرتهايد بشكل صارخ، داعيا إلى قراءة التقرير بتمعن، لتشخيصه الحالة بشكل دقيق.وتابع الرزاز: ""هم لا يستخدمون تعبير ابرتهايد كما نستخدمه، بل هو موثق بقوانين وأنظمة ومعايير لدولة الاحتلال للاستيلاء على الأراضي الفلسطينية وتطهيرها من الفلسطينيين وتهجيرهم"".وأوضح ""بعد أن تم الانتهاء من مرحلة التوصيف دعا التقرير إلى اتخاذ إجراءات، ومنها تجميد الأصول والموجودات الإسرائيلية في دول العالم، وعدم تصدير السلاح لها، ومنع الاستثمار الاقتصادي المرتبط بالاستيطان والجرائم الإسرائيلية، وتشكيل منصب مبعوث الأمم المتحدة حول الفصل العنصري وممارساته، وتشكيل لجنة جرائم حرب تدرس موضوع التهجير والاستيلاء على الأراضي، ووقف الدعم الاقتصادي والعسكري لدولة الاحتلال"".وقال الرزاز ""أعتقد أننا في لحظة تاريخية علينا اقتناصها، وتجاوز مرحلة الإدانة والشجب الانفرادي، والذهاب باتجاه عمل على المستوى العربي والعالمي، أعتقد أن الوقت اصبح مناسبا جدا"".",,220,0,1,undecided,Government & Official Statements
source_121,undecided,اجتماع لمجلس الوزراء بعد قليل,"ينطلق بعد قليل اجتماع لمجلس الوزراء برئاسة سمو الشيخ صباح الخالد.



ومن المنتظر أن يستعرض الاجتماع عدة ملفات بارزة لاتخاذ قرارات بشأنها، وعلى رأسها تطبيق الحظر الجزئي في البلاد، كما أشارت «القبس» في عددها الصادر، اليوم الإثنين.",,37,1,2,not credible,Government & Official Statements
source_82,undecided,إصابات كورونا تتجاوز الـ113.67 مليون عالميا وأزيد من مليوني ونصف وفاة — النهار أونلاين,"كشفت وكالة “رويترز”، عن حصيلة إصابات ووفيات كورونا حول العالم، حيث بلغ إجمالي الإصابات أكثر من 113.67 مليون شخص.

فيما بلغ عدد ضحايا الفيروس التاجي عالميا، مليونين و626218.

وتتوزع هذه الإصابات، على أزيد من 210 دولة، تتقدمها الولايات المتحدة بـ28555069 إصابة، فيما بلغ إجمالي عدد الوفيات 510931.

بينما بلغ عدد إصابات كورونا في دولة الهند، 11079979، بينها 156938 وفاة.

وفي البرازيل، فقد وصل عدد الإصابات إلى 10455630، فيما وصل عدد الوفيات إلى 252835.

وتسجل روسيا، 4234720 إصابة بالفيروس، فيما وصل عدد الوفيات إلى 191170 وفاة.",,85,1,2,not credible,Source-Specific Artifacts / Boilerplate
source_73,credible,كورونا: 2137 حالة شفاء في يوم واحد,"أعلنت وزارة الصحة في بلاغها اليومي حول الوضع الوبائي في الجمهورية، هن تسجيل 2137 حالة شفاء جديدة وذلك بتاريخ أمس 09 ماي 2021.

وحسب المعطيات التي نشرتها الوزارة مساء اليوم الإثنين 10 ماي، فإن عدد المتعافين يرتفع إلى 279634.

هذا وسجلت الجمهورية في نفس التاريخ 39 حالة وفاة و1024 إصابة جديدة بكورونا.",,52,0,2,not credible,Government & Official Statements
source_121,undecided,حوكمة (الجمعية العامة / مكافأة أعضاء مجلس الإدارة) (2),"جاءت تعليمات هيئة أسواق المال الكتاب الخامس عشر «حوكمة الشركات» من اللائحة التنفيذية للقانون رقم 7 لسنة 2010، وأضافت الملحق رقم 3، هيكل تقرير المكافآت، بحيث يشمل على سبيل المثال نظام المكافآت والحوافز المتبع لدى الشركة وبشكل خاص ما يرتبط بأعضاء مجلس الإدارة والادارة التنفيذية والمكافآت والرواتب والحوافز، وغيرها من المزايا المالية الأخرى، من خلال الشركة الأم والشركات التابعة، في ما يخص أعضاء مجلس الإدارة «رئيس مجلس الادارة، نائب رئيس مجلس الادارة، عضو مجلس الادارة»، أي مكافآت متغيرة «مكافأة سنوية - مكافآت لجان» مزايا ثابتة «تأمين صحي»، وعليه فان التقرير الخاص بالجهة الخاضعة لرقابة هيئة اسواق المال يستدعي شفافية اكبر وتوضيحا أدق، خصوصا المميزات او المكافآت التي يحصل عليها عضو مجلس الادارة في الشركة الام في حالة تمثيله لملكية الجهة في بنك/شركة، سواء كانت تابعة/زميلة، وبذلك يحصل على مكافأة أخرى ومميزات أخرى غير التي يحصل عليها لقاء عضويته في الشركة الام، كذلك نشير في هذا الشأن الى بند «الاطراف ذات العلاقة» فما هي هذه المعاملات وطبيعة هذه العلاقة مع اعضاء مجلس الادارة، وما حجم التمويل الممنوح لاعضاء مجلس الادارة او العقود الموقعة مع شركات يملكون بها او يسيطرون عليها بشكل او بآخر؟ وبالتالي فهي مزايا مخفية للاعضاء وغير مبينة تكون متضمنة بالبيانات المالية.

وهنا ندعو السادة المساهمين في تلك البنوك/الشركات بالوقوف على هذه النقاط للتأكد من حصافة الادارة وقوة تطبيق الحوكمة واعطاء مستوى اعلى للافصاح بما يعكس الادارة الحكيمة والبعد عن التكسب على حساب المساهمين، مما قد يكون بنوع اخر ما تشرحه بنظرية الوكالة.



كما انه ستتم تلاوة الجزاءات المطبقة من الجهات الرقابية وطرحها للمناقشة كبند اصيل في الجمعية العامة، وهنا نشيد بدور المساهمين في الجمعية العامة كجزء من ممارسة حقهم في مناقشة هذا البند بالتفصيل والوقوف على اسباب عدم الالتزام والمخاطر المرتبطة بذلك من اجل الحصول على معلومات اكثر، وبالتالي شفافية في الطرح وحوكمة للشركة وادارة حصيفة.

وكذلك الحال عند تلاوة تقرير ملاحظات الرقابة الشرعية «بالنسبة للبنوك/الشركات الاسلامية» يجب التدقيق على هذا البند في جدول الاعمال، حيث ان المسؤولية في التطبيق والرقابة تقع على عاتق اعضاء مجلس الادارة، ويجب هنا الالتفات الى ان تبرئة ذمة اعضاء مجلس الادارة والتصويت عليها في الجمعية العامة يجب ان يكون بعد هذه المناقشات والتأكد منها بشكل فعال، بحيث لا تتم ابراء الذمة الا بعد بيان ما سبق التنويه عليه والاستفاضة في ما يتم طرحه والتوسع في مناقشته وبيانه للمساهمين.

وعليه فندعو للمشاركة وابداء الرأي من قبل المساهمين في الجمعية العامة ولممارسة حقهم الاصيل في الذود عن مصالحهم.

وفي الختام، وبعد تبيان هذه الامور تتبادر تساؤلات عدة:

هل ستتم مراجعة المكافآت الخاصة باعضاء مجلس الادارة لهذه السنة من قبل الجهات الرقابية لاعتمادها وفق ما تقدم واسلفنا؟

وهل سيتم الاخذ بالاوضاع الحالية من «كوفيد ١٩»؟

وهل سيقوم المساهمون بدورهم في الجمعيات العامة في سبيل الدفاع عن اموالهم واستثماراتهم؟

كل ذلك سينجلي ويتضح في قادم الايام.

ناصر بورسلي

",,442,1,2,not credible,Government & Official Statements
source_55,credible,الأمير خالد الفيصل يستقبل السفيران التنزاني والمصري لدى المملكة,"الأمير خالد الفيصل يستقبل السفيران التنزاني والمصري لدى المملكة

صحيفة وصف :استقبل صاحب السمو الملكي الأمير خالد الفيصل، مستشار خادم الحرمين الشريفين، أمير منطقة مكة المكرمة، في الإمارة بجدة، السفير التنزاني لدى المملكة علي جابر مواديني.

كما استقبل سمو الأمير خالد الفيصل، في الإمارة بجدة، السفير المصري لدى المملكة أحمد فاروق محمد توفيق.

وجرى خلال اللقاءان تبادل الأحاديث الودية، ومناقشة الموضوعات ذات الاهتمام المشترك.",,64,0,1,undecided,General/Other Ambiguous Context
source_86,credible,«الشروق» تنشر أبرز تعديلات لائحة الشيوخ قبل إقرارها نهائيا,"يبدأ مجلس النواب برئاسة المستشار حنفى جبالى، مناقشة مشروع قانون لائحة مجلس الشيوخ، فى جلسته العامة، غدا الأحد.

ويتضمن مشروع القانون 292 مادة مقسمة إلى 12 بابا، وقد انتهت المناقشات التى شهدها اجتماع لجنة الشئون الدستورية والتشريعية بمجلس النواب، إلى تعديل صياغة بعض المواد التي وردت باللائحة.

وترصد ""الشروق"" أبرز التعديلات التي أثارت الجدل داخل اللجنة التشريعية، وصولا إلى إقرارها تمهيدا لعرضها على الجلسة العامة اليوم:

- جرى استبدال عبارة ""يمثل مجلس النواب والشيوخ جمهورية مصر العربية فى المؤتمرات البرلمانية الدولية""، بعبارة ""تتكون شعبة جمهورية مصر العربية للمؤتمرات البرلمانية الدولية من مجلسي الشيوخ والنواب"" الواردة بالمادة (5)

- إضافة عبارة ""المحالة إلى مجلس الشيوخ"" لنص الفقرة الأولى من المادة (22) إحكاما للنص وإعمالاً لأحكام الدستور بشأن اختصاصات مجلس الشيوخ.

- إضافة عبارة ""وذلك دون الإخلال بنص المادة 253 من الدستور"" إلى عجز المادة (29)، لضبط الصياغة وتأكيداً على تطبيق النص الدستوري الوارد بالمادة (253) من الدستور.

- حذف الفقرة قبل الأخيرة من المادة (38) والتي تنص على ""ويجوز بقرار من المجلس إنشاء لجان نوعية أخرى أو دمجها أو إلغاؤها أو تعديل اختصاصاتها""، لأن اللائحة الداخلية تصدر بقانون ولا يجوز تعديلها إلا بقانون.

- إضافة كلمة ""النوعية"" بعد ""لجان المجلس"" الواردة فى المادة (41) لضبط الصياغة.

- إضافة عبارة ""المحالة إلى المجلس"" بعد عبارة ""وتعد محاضر كاملة لمناقشات لجان المجلس فى مشروعات القوانين"" الواردة فى الفقرة الثانية من المادة (78) وذلك حتى تتفق مع أحكام الدستور واختصاصات مجلس الشيوخ.

- إعادة صياغة المادة (88) ليكون نصها على النحو التالي: ""لكل لجنة من اللجان النوعية دراسة أي موضوع يدخل فى اختصاصها من الموضوعات المحالة إلى المجلس، وفقاً لنص المادتين (248، 249) من الدستور، والوارد أحكامها فى المادة (3) من هذه اللائحة، واقتراح ما تراه فى شأنه وتقديم اللجنة تقرير بنتائج دراستها يعرض على المجلس""؛ ضبطاً للصياغة وحتى تتوافق مع أحكام الدستور.

- إضافة كلمة ""النوعية"" بعد اللجان الواردة فى صدر المادة (89)، وإضافة فقرة ثانية لذات المادة تنص على الآتي: ""وفي حالة موافقة المجلس يُحال مقترح القانون لرئيس الجمهورية، لإعمال شئونه طبقاً لنص المادة (122) من الدستور، إن رأى مقتض لذلك""، وذلك حتى تتوافق مع أحكام الدستور.

- حذف عبارة ""أو رئيس مجلس الوزراء"" الواردة فى نهاية الفقرة الثالثة من المادة (160) والفقرة الأولى من المادتين (164، و168)، وكلمة ""الحكومة"" الواردة فى صدر المادة (217)، وذلك حتى لا تتدخل السلطة التنفيذية فى أعمال السلطة التشريعية إعمالاً لمبدأ الفصل بين السلطات.

- حذف عبارة ""بدرجة وزير"" الواردة فى الفقرة الأولى من المادة (279)، وحذف عبارة ""نائب وزير"" الواردة فى الفقرة الثالثة من ذات المادة، وذلك أسوة بالأحكام الواردة بالمادة (416) من اللائحة الداخلية لمجلس النواب.",,412,0,1,undecided,Source-Specific Artifacts / Boilerplate
